subdistrict_code,subdistrict_name,district_code,latitude,longitude,timezone
2011,Mekarpawitan,35,-7.0467366,107.783919,Asia/Jakarta
2012,Tangsimekar,35,-7.0278628,107.78775427,Asia/Jakarta
2001,Ibun,36,-7.12995916,107.77165569,Asia/Jakarta
2002,Laksana,36,-7.13302671,107.78469064,Asia/Jakarta
2003,Dukuh,36,-7.13059792,107.75890205,Asia/Jakarta
2004,Talun,36,-7.0657251,107.76567655,Asia/Jakarta
2005,Pangguh,36,-7.09734316,107.74860314,Asia/Jakarta
2006,Lampegan,36,-7.07022144,107.75870434,Asia/Jakarta
2007,Neglasari,36,-7.13115231,107.74785837,Asia/Jakarta
2008,Mekarwangi,36,-7.11241235,107.78765282,Asia/Jakarta
2009,Sudi,36,-7.08018413,107.76878177,Asia/Jakarta
2010,Tanggulun,36,-7.05541276,107.76210284,Asia/Jakarta
2011,Cibeet,36,-7.08589446,107.76099307,Asia/Jakarta
2012,Karyalaksana,36,-7.07798199,107.75267598,Asia/Jakarta
2001,Soreang,37,-7.03383244,107.52945138,Asia/Jakarta
2002,Sadu,37,-7.03429249,107.50522158,Asia/Jakarta
2004,Panyirapan,37,-7.04117495,107.52427432,Asia/Jakarta
2010,Sukajadi,37,-7.06473873,107.50347529,Asia/Jakarta
2011,Pamekaran,37,-7.02364009,107.52590121,Asia/Jakarta
2017,Karamatmulya,37,-7.03954402,107.51085696,Asia/Jakarta
2018,Sukanagara,37,-7.05804157,107.5147838,Asia/Jakarta
2019,Cingcin,37,-7.02614076,107.54031224,Asia/Jakarta
2020,Parungserab,37,-7.01170934,107.53179189,Asia/Jakarta
2021,Sekarwangi,37,-7.01493046,107.54009581,Asia/Jakarta
2001,Pasirjambu,38,-7.09062146,107.47740046,Asia/Jakarta
2002,Cibodas,38,-7.100982,107.50320837,Asia/Jakarta
2003,Cikoneng,38,-7.06508648,107.48446955,Asia/Jakarta
2004,Cukanggenteng,38,-7.08109779,107.49634539,Asia/Jakarta
2005,Cisondari,38,-7.12452105,107.48723332,Asia/Jakarta
2006,Margamulya,38,-7.12134718,107.45733624,Asia/Jakarta
2007,Mekarsari,38,-7.1493059,107.50051058,Asia/Jakarta
2008,Mekarmaju,38,-7.08686428,107.46700648,Asia/Jakarta
2009,Sugihmukti,38,-7.19959704,107.42556412,Asia/Jakarta
2010,Tenjolaya,38,-7.19367636,107.47523587,Asia/Jakarta
2001,Lebakmuncang,39,-7.10263221,107.41540587,Asia/Jakarta
2002,Ciwidey,39,-7.10243318,107.4543652,Asia/Jakarta
2003,Nengkelan,39,-7.06771265,107.45271868,Asia/Jakarta
2004,Panundaan,39,-7.10988394,107.43890985,Asia/Jakarta
2005,Panyocokan,39,-7.09304979,107.45651378,Asia/Jakarta
2006,Rawabogo,39,-7.06597226,107.43488815,Asia/Jakarta
2007,Sukawening,39,-7.06586136,107.46653874,Asia/Jakarta
2001,Patengan,40,-7.14427161,107.37410348,Asia/Jakarta
2002,Sukaresmi,40,-7.19534634,107.35517835,Asia/Jakarta
2003,Indragiri,40,-7.12521812,107.33907173,Asia/Jakarta
2004,Cipelah,40,-7.18416984,107.29121981,Asia/Jakarta
2005,Alamendah,40,-7.13965288,107.41481266,Asia/Jakarta
2001,Cangkuang,44,-7.03960218,107.55681717,Asia/Jakarta
2002,Ciluncat,44,-7.04482462,107.54752668,Asia/Jakarta
2003,Nagrak,44,-7.05922412,107.54619537,Asia/Jakarta
2004,Bandasari,44,-7.06807113,107.52805571,Asia/Jakarta
2005,Pananjung,44,-7.05473927,107.52782166,Asia/Jakarta
2006,Jatisari,44,-7.07567983,107.53750439,Asia/Jakarta
2007,Tanjungsari,44,-7.03777942,107.56907295,Asia/Jakarta
2001,Jelegong,46,-6.95566789,107.52723276,Asia/Jakarta
2002,Jatisari,46,-6.97622377,107.52029481,Asia/Jakarta
2003,Pameuntasan,46,-6.98147428,107.54471418,Asia/Jakarta
2004,Kopo,46,-6.99764627,107.53393085,Asia/Jakarta
2005,Cibodas,46,-6.98682393,107.50719792,Asia/Jakarta
2006,Kutawaringin,46,-6.9992174,107.50660407,Asia/Jakarta
2007,Sukamulya,46,-7.0092136,107.48906898,Asia/Jakarta
2008,Padasuka,46,-7.0136726,107.51802768,Asia/Jakarta
2009,Buninagara,46,-7.02233644,107.4978959,Asia/Jakarta
2010,Gajah Mekar,46,-6.97557351,107.53439814,Asia/Jakarta
2011,Cilame,46,-7.04092416,107.48670132,Asia/Jakarta
2001,Cileunyi Kulon,05,-6.94422496,107.73996053,Asia/Jakarta
2002,Cileunyi Wetan,05,-6.9326661,107.74947437,Asia/Jakarta
2003,Cimekar,05,-6.93615072,107.73807406,Asia/Jakarta
2004,Cinunuk,05,-6.93195197,107.73288572,Asia/Jakarta
2005,Cibiru Hilir,05,-6.95528206,107.71605576,Asia/Jakarta
2006,Cibiru Wetan,05,-6.90834947,107.73725613,Asia/Jakarta
2011,Pulosari,15,-7.17444305,107.54446013,Asia/Jakarta
2012,Wanasuka,15,-7.26508242,107.60895594,Asia/Jakarta
2013,Margamekar,15,-7.2019008,107.57157208,Asia/Jakarta
2001,Pangalengan,15,-7.17620106,107.58609273,Asia/Jakarta
2002,Margaluyu,15,-7.22850371,107.55561475,Asia/Jakarta
2003,Warnasari,15,-7.19078477,107.51610748,Asia/Jakarta
2004,Sukamanah,15,-7.20392288,107.60437097,Asia/Jakarta
2005,Lamajang,15,-7.13338659,107.53957946,Asia/Jakarta
2006,Margamukti,15,-7.18196415,107.62050714,Asia/Jakarta
2007,Margamulya,15,-7.15956069,107.59032038,Asia/Jakarta
2008,Banjarsari,15,-7.23059087,107.59275107,Asia/Jakarta
2009,Sukaluyu,15,-7.23315564,107.52169707,Asia/Jakarta
2010,Tribaktimulya,15,-7.14390111,107.56400986,Asia/Jakarta
2005,Jelegong,28,-6.97348149,107.77210598,Asia/Jakarta
2006,Linggar,28,-6.97298839,107.78286807,Asia/Jakarta
2007,Cangkuang,28,-6.97606185,107.79771663,Asia/Jakarta
2008,Haurpugur,28,-6.99306734,107.78820506,Asia/Jakarta
2009,Sukamanah,28,-6.98841322,107.73167883,Asia/Jakarta
2010,Sukamulya,28,-6.98470864,107.78077905,Asia/Jakarta
2001,Rancaekek Wetan,28,-6.96786299,107.75497295,Asia/Jakarta
2002,Rancaekek Kulon,28,-6.97101997,107.74299952,Asia/Jakarta
2003,Bojongsalam,28,-6.98875933,107.80968004,Asia/Jakarta
2004,Bojongloa,28,-6.97689617,107.76078165,Asia/Jakarta
2001,Majalaya,33,-7.04496608,107.75941252,Asia/Jakarta
2002,Wangisagara,33,-7.07506157,107.74171742,Asia/Jakarta
2003,Biru,33,-7.05286221,107.72566702,Asia/Jakarta
2004,Padamulya,33,-7.05602284,107.74831061,Asia/Jakarta
2005,Bojong,33,-7.03909429,107.77531895,Asia/Jakarta
2006,Majasetra,33,-7.03391723,107.75575869,Asia/Jakarta
2007,Majakerta,33,-7.04155431,107.76419922,Asia/Jakarta
2008,Sukamaju,33,-7.04942958,107.75331179,Asia/Jakarta
2009,Padaulun,33,-7.05424144,107.73542881,Asia/Jakarta
2010,Neglasari,33,-7.0757765,107.73079613,Asia/Jakarta
2011,Sukamukti,33,-7.05955563,107.74291847,Asia/Jakarta
2001,Rancakasumba,34,-7.01866707,107.73510896,Asia/Jakarta
2001,Sagara Makmur,01,-6.10806367,106.97981409,Asia/Jakarta
2002,Segarajaya,01,-6.09971159,107.00896757,Asia/Jakarta
2003,Pusaka Rakyat,01,-6.15527092,106.97930383,Asia/Jakarta
2004,Pahlawan Setia,01,-6.13371843,107.00586686,Asia/Jakarta
2005,Setia Mulya,01,-6.13698726,106.98670167,Asia/Jakarta
2006,Samudra Jaya,01,-6.10092595,107.02242559,Asia/Jakarta
2008,Pantai Makmur,01,-6.10069408,106.99369031,Asia/Jakarta
2001,Bunibakti,02,-6.10744771,107.03523755,Asia/Jakarta
2002,Muarabakti,02,-6.11057301,107.05375971,Asia/Jakarta
2003,Kedung Pengawas,02,-6.13778123,107.04354422,Asia/Jakarta
2004,Hurip Jaya,02,-6.06866226,107.02303136,Asia/Jakarta
2005,Pantaihurip,02,-6.07110175,107.05328659,Asia/Jakarta
1006,Bahagia,02,-6.18378019,107.01900944,Asia/Jakarta
1007,Kebalen,02,-6.1871626,107.03690826,Asia/Jakarta
2008,Babelankota,02,-6.16332435,107.02701974,Asia/Jakarta
2009,Kedungjaya,02,-6.14346382,107.02545696,Asia/Jakarta
2001,Sukaringin,03,-6.09059455,107.08387629,Asia/Jakarta
2002,Sukabudi,03,-6.13377983,107.11157594,Asia/Jakarta
2003,Sukadaya,03,-6.14142807,107.09717555,Asia/Jakarta
2004,Sukawangi,03,-6.12902002,107.12919538,Asia/Jakarta
2005,Sukakerta,03,-6.10700938,107.11809331,Asia/Jakarta
2006,Sukatenang,03,-6.10391383,107.07053298,Asia/Jakarta
2007,Sukamekar,03,-6.14424095,107.06756762,Asia/Jakarta
2001,Sukawijaya,04,-6.15159832,107.14617626,Asia/Jakarta
2002,Sukamaju,04,-6.1743434,107.10338424,Asia/Jakarta
2003,Sukaraja,04,-6.20276376,107.11886916,Asia/Jakarta
2004,Sukarapih,04,-6.18615729,107.12116845,Asia/Jakarta
2005,Sukarahayu,04,-6.17055523,107.12475231,Asia/Jakarta
2006,Sukamantri,04,-6.14246151,107.14813842,Asia/Jakarta
2007,Sukabakti,04,-6.15839843,107.13367688,Asia/Jakarta
2001,Satriajaya,05,-6.21118778,107.05173036,Asia/Jakarta
2002,Jejalenjaya,05,-6.21428891,107.06905141,Asia/Jakarta
2003,Satriamekar,05,-6.19929981,107.05401811,Asia/Jakarta
2004,Sriamur,05,-6.17678949,107.0515155,Asia/Jakarta
2005,Srimukti,05,-6.17550926,107.06180061,Asia/Jakarta
2006,Srijaya,05,-6.17838776,107.07009129,Asia/Jakarta
2007,Srimahi,05,-6.17648056,107.08195463,Asia/Jakarta
2008,Karangsatria,05,-6.22225637,107.04203189,Asia/Jakarta
1001,Jatimulya,06,-6.26712179,107.0290998,Asia/Jakarta
2002,Lambangsari,06,-6.28198177,107.04071062,Asia/Jakarta
2003,Lambangjaya,06,-6.29037581,107.05204435,Asia/Jakarta
2004,Tambun,06,-6.26839273,107.06442259,Asia/Jakarta
2005,Setiadarma,06,-6.267178,107.0504632,Asia/Jakarta
2006,Setiamekar,06,-6.2486259,107.04437271,Asia/Jakarta
2007,Mekarsari,06,-6.25715508,107.06387208,Asia/Jakarta
2008,Tridaya Sakti,06,-6.24856238,107.07334897,Asia/Jakarta
2009,Mangunjaya,06,-6.23670292,107.05819205,Asia/Jakarta
2010,Sumberjaya,06,-6.22583836,107.07715095,Asia/Jakarta
1001,Wanasari,07,-6.2469797,107.08826315,Asia/Jakarta
2002,Wanajaya,07,-6.2458125,107.10768059,Asia/Jakarta
2003,Kertamukti,07,-6.221651,107.11510678,Asia/Jakarta
2004,Muktiwari,07,-6.21438834,107.09645546,Asia/Jakarta
2005,Sarimukti,07,-6.19418227,107.09377533,Asia/Jakarta
2006,Sukajaya,07,-6.23609618,107.13611166,Asia/Jakarta
2007,Cibuntu,07,-6.28699572,107.06773788,Asia/Jakarta
2001,Telagamurni,08,-6.2588515,107.11733398,Asia/Jakarta
2002,Mekarwangi,08,-6.31281844,107.07455161,Asia/Jakarta
2003,Jatiwangi,08,-6.31842089,107.09692329,Asia/Jakarta
2004,Danau Indah,08,-6.30308011,107.10579828,Asia/Jakarta
2005,Gandamekar,08,-6.29649889,107.08605717,Asia/Jakarta
2006,Gandasari,08,-6.28402592,107.08083922,Asia/Jakarta
2007,Sukadanau,08,-6.28325035,107.10757634,Asia/Jakarta
1008,Telaga Asih,08,-6.26619701,107.09747813,Asia/Jakarta
2009,Kalijaya,08,-6.25908417,107.13246438,Asia/Jakarta
2010,Telajung,08,-6.33080687,107.06037612,Asia/Jakarta
2011,Cikedokan,08,-6.33497664,107.08269291,Asia/Jakarta
2001,Cikarangkota,09,-6.26192772,107.15156496,Asia/Jakarta
2002,Karangbaru,09,-6.2655237,107.1423667,Asia/Jakarta
2003,Karangasih,09,-6.25175041,107.154774,Asia/Jakarta
2004,Waluya,09,-6.25919722,107.18934103,Asia/Jakarta
2005,Karangraharja,09,-6.25367466,107.17718466,Asia/Jakarta
2006,Pasirgombong,09,-6.28102052,107.1506279,Asia/Jakarta
2007,Simpangan,09,-6.27755215,107.17425383,Asia/Jakarta
2008,Tanjungsari,09,-6.26611575,107.16524111,Asia/Jakarta
2009,Harjamekar,09,-6.27959186,107.13147605,Asia/Jakarta
2010,Mekarmukti,09,-6.29367319,107.16131737,Asia/Jakarta
2011,Wangunharja,09,-6.29844006,107.12855202,Asia/Jakarta
2001,Sukaraya,10,-6.23253011,107.16741151,Asia/Jakarta
2002,Karangrahayu,10,-6.23482407,107.18802341,Asia/Jakarta
2003,Karangsetia,10,-6.21971018,107.18315151,Asia/Jakarta
2004,Karanganyar,10,-6.20897788,107.18988742,Asia/Jakarta
2005,Karangbahagia,10,-6.19665097,107.1988983,Asia/Jakarta
2006,Karangsentosa,10,-6.18729318,107.18294604,Asia/Jakarta
2007,Karangsatu,10,-6.22119186,107.21365338,Asia/Jakarta
2008,Karangmukti,10,-6.21823345,107.23107499,Asia/Jakarta
2001,Tanjungbaru,11,-6.27607919,107.22362294,Asia/Jakarta
2002,Cipayung,11,-6.30338813,107.2231774,Asia/Jakarta
2003,Hegarmanah,11,-6.31551768,107.20074311,Asia/Jakarta
2004,Jatireja,11,-6.28998455,107.19357373,Asia/Jakarta
2005,Jatibaru,11,-6.28141025,107.20569169,Asia/Jakarta
2006,Labansari,11,-6.28540615,107.24973836,Asia/Jakarta
1007,Sertajaya,11,-6.3059801,107.18113338,Asia/Jakarta
2008,Karangsari,11,-6.2542626,107.20501777,Asia/Jakarta
2001,Karangsambung,12,-6.25827418,107.22544618,Asia/Jakarta
2002,Waringinjaya,12,-6.25962839,107.24706258,Asia/Jakarta
2003,Karangmekar,12,-6.24025673,107.26203421,Asia/Jakarta
2004,Mekarjaya,12,-6.23515982,107.24736912,Asia/Jakarta
2005,Karangharum,12,-6.24190934,107.2312743,Asia/Jakarta
2006,Bojongsari,12,-6.27483016,107.24973842,Asia/Jakarta
2007,Kedungwaringin,12,-6.25930279,107.26847816,Asia/Jakarta
2001,Karangharja,13,-6.10857919,107.21315631,Asia/Jakarta
2002,Karangsegar,13,-6.12851889,107.23083809,Asia/Jakarta
2003,Sumberurip,13,-6.1220681,107.25941923,Asia/Jakarta
2004,Sumbereja,13,-6.13932847,107.26566,Asia/Jakarta
2005,Karangreja,13,-6.15612147,107.22798476,Asia/Jakarta
2006,Karangjaya,13,-6.15584978,107.24785911,Asia/Jakarta
2007,Sumbersari,13,-6.15614733,107.27297771,Asia/Jakarta
2008,Karangpatri,13,-6.18368407,107.24521377,Asia/Jakarta
2009,Karanghaur,13,-6.17477725,107.27047241,Asia/Jakarta
2010,Kertajaya,13,-6.18941297,107.28067982,Asia/Jakarta
1011,Kertasari,13,-6.20517068,107.28068452,Asia/Jakarta
2012,Bantarsari,13,-6.20477267,107.24683621,Asia/Jakarta
2013,Bantarjaya,13,-6.21752101,107.2673479,Asia/Jakarta
2001,Sukamurni,14,-6.1247788,107.14763048,Asia/Jakarta
2002,Sukaindah,14,-6.11793751,107.16013625,Asia/Jakarta
2003,Sukakarya,14,-6.13509145,107.17843111,Asia/Jakarta
2004,Sukalaksana,14,-6.15577516,107.20822665,Asia/Jakarta
2005,Sukajadi,14,-6.17092981,107.1975643,Asia/Jakarta
2006,Sukakarsa,14,-6.12620313,107.19429364,Asia/Jakarta
2007,Sukamakmur,14,-6.18494306,107.2187421,Asia/Jakarta
2007,Lenggahjaya,16,-6.0794901,107.15359327,Asia/Jakarta
2008,Lenggahsari,16,-6.0493552,107.10823583,Asia/Jakarta
2001,Pantai Mekar,17,-6.00602055,107.04219911,Asia/Jakarta
2002,Pantai Bahagia,17,-5.95184186,107.02420776,Asia/Jakarta
2003,Pantai Bakti,17,-5.96394642,107.07460241,Asia/Jakarta
2004,Pantai Harapanjaya,17,-6.04727886,107.04801267,Asia/Jakarta
2005,Pantai Sederhana,17,-5.99533633,107.01777712,Asia/Jakarta
2006,Jayasakti,17,-6.0210789,107.07912357,Asia/Jakarta
2001,Cijengkol,18,-6.32070633,107.0411098,Asia/Jakarta
2002,Lubangbuaya,18,-6.32050223,107.05103555,Asia/Jakarta
2003,Burangkeng,18,-6.34151108,107.02537071,Asia/Jakarta
2004,Ciledug,18,-6.35081789,107.04304044,Asia/Jakarta
2005,Cibening,18,-6.35305585,107.06305526,Asia/Jakarta
2006,Taman Sari,18,-6.36438761,107.02735445,Asia/Jakarta
2007,Taman Rahayu,18,-6.36721635,107.0026165,Asia/Jakarta
2008,Cikarageman,18,-6.37747584,107.03087586,Asia/Jakarta
2009,Ragemanunggal,18,-6.39153969,107.01788603,Asia/Jakarta
2010,Muktijaya,18,-6.39717344,107.03876056,Asia/Jakarta
2011,Kertarahayu,18,-6.38048611,107.05903459,Asia/Jakarta
2001,Cibatu,19,-6.33781206,107.15414205,Asia/Jakarta
2002,Sukasejati,19,-6.35154541,107.08444875,Asia/Jakarta
2003,Ciantra,19,-6.34786135,107.10246084,Asia/Jakarta
2004,Sukadami,19,-6.36150513,107.1119329,Asia/Jakarta
2005,Sukaresmi,19,-6.32452038,107.12116153,Asia/Jakarta
2006,Serang,19,-6.35206643,107.12924059,Asia/Jakarta
2007,Pasirsari,19,-6.31139807,107.14812941,Asia/Jakarta
2001,Cicau,20,-6.3679223,107.15032379,Asia/Jakarta
2002,Sukamahi,20,-6.37591639,107.18053762,Asia/Jakarta
2003,Pasiranji,20,-6.37400891,107.2025067,Asia/Jakarta
2004,Hegarmukti,20,-6.34016985,107.18896684,Asia/Jakarta
2005,Jayamukti,20,-6.33071066,107.17290736,Asia/Jakarta
2006,Pasirtanjung,20,-6.33967019,107.21210798,Asia/Jakarta
2001,Sukaragam,21,-6.39350754,107.10784917,Asia/Jakarta
2002,Sirnajaya,21,-6.40531025,107.12467098,Asia/Jakarta
2003,Sukasari,21,-6.38086881,107.10528981,Asia/Jakarta
2004,Jayamulya,21,-6.4104411,107.06955869,Asia/Jakarta
2005,Nagacipta,21,-6.41675332,107.13624185,Asia/Jakarta
2006,Nagasari,21,-6.39928449,107.16041458,Asia/Jakarta
2007,Cilangkara,21,-6.38708282,107.13781134,Asia/Jakarta
2008,Jayasampurna,21,-6.38054975,107.07995753,Asia/Jakarta
2001,Sirnajati,22,-6.44651277,107.10170859,Asia/Jakarta
2002,Ridogalih,22,-6.44504914,107.13247011,Asia/Jakarta
2003,Ridomanah,22,-6.4337868,107.14111134,Asia/Jakarta
2004,Wibawamulya,22,-6.41801668,107.10748076,Asia/Jakarta
2005,Cibarusah Kota,22,-6.43433412,107.08103511,Asia/Jakarta
2006,Cibarusah Jaya,22,-6.42927261,107.06723367,Asia/Jakarta
2007,Sindangmulya,22,-6.41758508,107.09024466,Asia/Jakarta
2001,Sukamulya,15,-6.16125884,107.17184881,Asia/Jakarta
2002,Sukamanah,15,-6.19186285,107.16840514,Asia/Jakarta
2003,Sukahurip,15,-6.18961095,107.15501721,Asia/Jakarta
2004,Sukaasih,15,-6.21833768,107.13965894,Asia/Jakarta
2005,Sukarukun,15,-6.22929674,107.15569761,Asia/Jakarta
2006,Banjarsari,15,-6.19010303,107.13968028,Asia/Jakarta
2007,Sukadarma,15,-6.16000242,107.18478683,Asia/Jakarta
2001,Jayabakti,16,-6.07983098,107.1025844,Asia/Jakarta
2002,Jayalaksana,16,-6.09850897,107.18284435,Asia/Jakarta
2003,Sindangsari,16,-6.09843049,107.15692106,Asia/Jakarta
2004,Sindangjaya,16,-6.08738354,107.12758128,Asia/Jakarta
2005,Setialaksana,16,-6.08727367,107.17063119,Asia/Jakarta
2006,Setiajaya,16,-6.06865163,107.12770054,Asia/Jakarta
2001,Karangmulya,23,-6.46393236,107.17706975,Asia/Jakarta
2002,Karangindah,23,-6.46248298,107.14358663,Asia/Jakarta
2003,Bojongmangu,23,-6.44170093,107.19228512,Asia/Jakarta
2004,Sukabungah,23,-6.4083849,107.20495756,Asia/Jakarta
2005,Sukamukti,23,-6.409572,107.18029473,Asia/Jakarta
2006,Medalkrisna,23,-6.4296983,107.16163947,Asia/Jakarta
2001,Pagerwangi,01,-6.83793898,107.62491434,Asia/Jakarta
2002,Kayuambon,01,-6.81846414,107.63431408,Asia/Jakarta
2003,Lembang,01,-6.82074253,107.61959043,Asia/Jakarta
2004,Cikidang,01,-6.79264741,107.66256043,Asia/Jakarta
2005,Cikahuripan,01,-6.79257452,107.60911925,Asia/Jakarta
2006,Cikole,01,-6.78901204,107.64409679,Asia/Jakarta
2007,Gudangkahuripan,01,-6.83007701,107.60504526,Asia/Jakarta
2008,Jayagiri,01,-6.78938618,107.62231389,Asia/Jakarta
2009,Cibodas,01,-6.82389116,107.67606669,Asia/Jakarta
2010,Langensari,01,-6.82641175,107.64472695,Asia/Jakarta
2011,Mekarwangi,01,-6.8455109,107.6381637,Asia/Jakarta
2012,Cibogo,01,-6.80800931,107.63829259,Asia/Jakarta
2013,Sukajaya,01,-6.79061979,107.59979537,Asia/Jakarta
2014,Suntenjaya,01,-6.81625812,107.71002892,Asia/Jakarta
2015,Wangunharja,01,-6.80914585,107.67173427,Asia/Jakarta
2016,Wangunsari,01,-6.8425698,107.60979635,Asia/Jakarta
2001,Karyawangi,02,-6.76696792,107.58821089,Asia/Jakarta
2002,Cihanjuang,02,-6.85000265,107.56877061,Asia/Jakarta
2003,Cihanjuangrahayu,02,-6.81789084,107.57479022,Asia/Jakarta
2004,Cihideung,02,-6.81782153,107.59246288,Asia/Jakarta
2005,Ciwaruga,02,-6.85992565,107.57931282,Asia/Jakarta
2006,Cigugurgirang,02,-6.83132313,107.58554812,Asia/Jakarta
2007,Sariwangi,02,-6.86140195,107.57095976,Asia/Jakarta
2001,Jambudipa,03,-6.82079073,107.55661213,Asia/Jakarta
2002,Padaasih,03,-6.83587284,107.56164045,Asia/Jakarta
2003,Pasirhalang,03,-6.82256927,107.53332377,Asia/Jakarta
2004,Pasirlangu,03,-6.79325478,107.53868267,Asia/Jakarta
2005,Cipada,03,-6.78390015,107.52031296,Asia/Jakarta
2006,Kertawangi,03,-6.77275792,107.57136239,Asia/Jakarta
2007,Tugumukti,03,-6.80197387,107.54751723,Asia/Jakarta
2008,Sadangmekar,03,-6.78917194,107.49494875,Asia/Jakarta
2005,Jatimekar,05,-6.75014635,107.37517829,Asia/Jakarta
2006,Margalaksana,05,-6.72973355,107.33245662,Asia/Jakarta
2007,Margaluyu,05,-6.76675312,107.30845005,Asia/Jakarta
2008,Nanggeleng,05,-6.77782346,107.35119077,Asia/Jakarta
2009,Nyenang,05,-6.7476695,107.34564849,Asia/Jakarta
2010,Sirnaraja,05,-6.78141395,107.3863165,Asia/Jakarta
2011,Sirnagalih,05,-6.71251103,107.3669301,Asia/Jakarta
2012,Sukahaji,05,-6.73143662,107.36889152,Asia/Jakarta
2001,Cipeundeuy,05,-6.73848226,107.35741026,Asia/Jakarta
2002,Ciharashas,05,-6.72498605,107.38226707,Asia/Jakarta
2003,Bojongmekar,05,-6.75461931,107.35117529,Asia/Jakarta
2004,Ciroyom,05,-6.70740535,107.34963691,Asia/Jakarta
2001,Ngamprah,06,-6.83163889,107.50673049,Asia/Jakarta
2002,Cimareme,06,-6.86851694,107.50326036,Asia/Jakarta
2003,Cilame,06,-6.84427631,107.52118664,Asia/Jakarta
2004,Tanimulya,06,-6.85944025,107.5266033,Asia/Jakarta
2005,Cimanggu,06,-6.81476177,107.51069091,Asia/Jakarta
2006,Bojongkoneng,06,-6.81471645,107.49494799,Asia/Jakarta
2007,Margajaya,06,-6.8536697,107.50239728,Asia/Jakarta
2008,Mekarsari,06,-6.84306579,107.50827146,Asia/Jakarta
2009,Gadobangkong,06,-6.86953452,107.51648188,Asia/Jakarta
2010,Sukatani,06,-6.83221241,107.49470827,Asia/Jakarta
2011,Pakuhaji,06,-6.83734761,107.5372078,Asia/Jakarta
2001,Ciptaharja,07,-6.85393065,107.37633876,Asia/Jakarta
2002,Cipatat,07,-6.83736874,107.38994592,Asia/Jakarta
2003,Citatah,07,-6.83948297,107.41523192,Asia/Jakarta
2004,Rajamandalakulon,07,-6.85323587,107.35112998,Asia/Jakarta
2005,Mandalawangi,07,-6.83590007,107.33479372,Asia/Jakarta
2006,Kertamukti,07,-6.8085805,107.37818463,Asia/Jakarta
2007,Nyalindung,07,-6.78972796,107.44239029,Asia/Jakarta
2008,Gunungmasigit,07,-6.83555168,107.43867268,Asia/Jakarta
2009,Cirawamekar,07,-6.81031395,107.42806078,Asia/Jakarta
2010,Mandalasari,07,-6.82435145,107.33384495,Asia/Jakarta
2011,Sumurbandung,07,-6.78982859,107.41738379,Asia/Jakarta
2012,Sarimukti,07,-6.80738221,107.34060238,Asia/Jakarta
2001,Kertamulya,08,-6.84350628,107.48717177,Asia/Jakarta
2002,Padalarang,08,-6.84113912,107.46498493,Asia/Jakarta
2003,Cimerang,08,-6.87859786,107.481707,Asia/Jakarta
2004,Campaka Mekar,08,-6.80149585,107.46011948,Asia/Jakarta
2005,Tagogapu,08,-6.80549665,107.48097137,Asia/Jakarta
2006,Ciburuy,08,-6.82618714,107.4668176,Asia/Jakarta
2007,Kertajaya,08,-6.85643714,107.48207294,Asia/Jakarta
2008,Cipeundeuy,08,-6.86946053,107.47745525,Asia/Jakarta
2009,Jayamekar,08,-6.85143448,107.4587809,Asia/Jakarta
2010,Laksanamekar,08,-6.88219936,107.50346105,Asia/Jakarta
2001,Batujajar Timur,09,-6.91365244,107.51020578,Asia/Jakarta
2002,Batujajar Barat,09,-6.92182751,107.4929215,Asia/Jakarta
2004,Galanggang,09,-6.91030687,107.48391098,Asia/Jakarta
2005,Cangkorah,09,-6.89435582,107.4742384,Asia/Jakarta
2007,Selacau,09,-6.9288852,107.51198794,Asia/Jakarta
2008,Pangauban,09,-6.9007269,107.45316734,Asia/Jakarta
2010,Giriasih,09,-6.89724751,107.50148144,Asia/Jakarta
2001,Cipatik,10,-6.94018157,107.50591471,Asia/Jakarta
2002,Citapen,10,-6.93756717,107.49323924,Asia/Jakarta
2003,Cihampelas,10,-6.91927441,107.46829878,Asia/Jakarta
2004,Mekarjaya,10,-6.91326038,107.44103346,Asia/Jakarta
2005,Mekarmukti,10,-6.93005631,107.46412389,Asia/Jakarta
2006,Pataruman,10,-6.94447209,107.51975174,Asia/Jakarta
2007,Situwangi,10,-6.9634974,107.5050762,Asia/Jakarta
2008,Singajaya,10,-6.95118637,107.47680357,Asia/Jakarta
2009,Tanjungwangi,10,-6.95559875,107.49062314,Asia/Jakarta
2010,Tanjungjaya,10,-6.92194095,107.42320123,Asia/Jakarta
2009,Girimukti,12,-6.98419143,107.3649005,Asia/Jakarta
2010,Karangsari,12,-6.96538937,107.34326744,Asia/Jakarta
2011,Mekarsari,12,-6.94330305,107.37052051,Asia/Jakarta
2012,Neglasari,12,-6.96182862,107.36067092,Asia/Jakarta
2013,Sirnagalih,12,-6.91235196,107.32613374,Asia/Jakarta
2014,Sukamulya,12,-6.9562569,107.3996314,Asia/Jakarta
2001,Sarinagen,12,-6.9401322,107.35513748,Asia/Jakarta
2002,Baranangsiang,12,-6.90581713,107.34513468,Asia/Jakarta
2003,Citalem,12,-6.94772451,107.38526707,Asia/Jakarta
2004,Cijenuk,12,-6.97058771,107.37786057,Asia/Jakarta
2005,Cijambu,12,-6.92962535,107.33969671,Asia/Jakarta
2006,Cibenda,12,-6.94152423,107.31867825,Asia/Jakarta
2007,Cintaasih,12,-6.95925038,107.32169306,Asia/Jakarta
