"forecast_id","subdistrict_id","utc_datetime","local_datetime","time_index","analysis_date","weather_condition_id","wind_direction_degrees","wind_direction","wind_direction_to","wind_speed","temperature","cloud_cover_percentage","precipitation_probability","humidity","visibility_meters","visibility_text","created_at","updated_at"
1719,1,2025-07-21 08:00:00.000,2025-07-21 15:00:00.000,"55-56",2025-07-19 00:00:00.000,1,75,NE,SW,4.20,32.00,45,0.00,45,8985,< 9 km,2025-07-19 16:43:54.696,2025-07-19 16:43:54.696
1726,1,2025-07-19 17:00:00.000,2025-07-20 00:00:00.000,"16-17",2025-07-19 00:00:00.000,3,189,S,N,4.40,25.00,100,0.00,84,9015,< 10 km,2025-07-19 16:45:58.464,2025-07-19 16:45:58.464
1727,1,2025-07-19 20:00:00.000,2025-07-20 03:00:00.000,"19-20",2025-07-19 00:00:00.000,1,188,S,N,5.00,23.00,57,0.00,86,8988,< 9 km,2025-07-19 16:46:28.560,2025-07-19 16:46:28.560
1728,1,2025-07-19 23:00:00.000,2025-07-20 06:00:00.000,"22-23",2025-07-19 00:00:00.000,3,184,S,N,6.60,24.00,91,0.00,82,8997,< 9 km,2025-07-19 16:46:28.616,2025-07-19 16:46:28.616
1729,1,2025-07-20 02:00:00.000,2025-07-20 09:00:00.000,"25-26",2025-07-19 00:00:00.000,1,17,N,S,1.90,29.00,21,0.00,58,9006,< 10 km,2025-07-19 16:46:58.626,2025-07-19 16:46:58.626
1736,2,2025-07-19 17:00:00.000,2025-07-20 00:00:00.000,"16-17",2025-07-19 00:00:00.000,3,189,S,N,4.40,24.00,100,0.00,84,9015,< 10 km,2025-07-19 16:49:33.766,2025-07-19 16:49:33.766
1738,2,2025-07-19 20:00:00.000,2025-07-20 03:00:00.000,"19-20",2025-07-19 00:00:00.000,2,188,S,N,5.00,22.00,62,0.00,88,8988,< 9 km,2025-07-19 16:50:35.136,2025-07-19 16:50:35.136
1740,2,2025-07-20 05:00:00.000,2025-07-20 12:00:00.000,"28-29",2025-07-19 00:00:00.000,1,48,NE,SW,3.40,32.00,20,0.00,42,8990,< 9 km,2025-07-19 16:51:05.242,2025-07-19 16:51:05.242
1742,2,2025-07-20 11:00:00.000,2025-07-20 18:00:00.000,"34-35",2025-07-19 00:00:00.000,1,346,NW,SE,5.20,27.00,25,0.00,71,8995,< 9 km,2025-07-19 16:52:08.153,2025-07-19 16:52:08.153
1743,2,2025-07-20 14:00:00.000,2025-07-20 21:00:00.000,"37-38",2025-07-19 00:00:00.000,2,183,S,N,4.50,26.00,67,0.10,77,8988,< 9 km,2025-07-19 16:52:38.226,2025-07-19 16:52:38.226
1744,2,2025-07-20 17:00:00.000,2025-07-21 00:00:00.000,"40-41",2025-07-19 00:00:00.000,1,201,S,N,5.90,25.00,42,0.00,78,9000,< 10 km,2025-07-19 16:52:38.259,2025-07-19 16:52:38.259
1745,2,2025-07-20 20:00:00.000,2025-07-21 03:00:00.000,"43-44",2025-07-19 00:00:00.000,1,180,S,N,1.90,25.00,44,0.00,81,8994,< 9 km,2025-07-19 16:53:08.266,2025-07-19 16:53:08.266
1746,2,2025-07-20 23:00:00.000,2025-07-21 06:00:00.000,"46-47",2025-07-19 00:00:00.000,1,98,E,W,3.70,25.00,11,0.00,75,9007,< 10 km,2025-07-19 16:53:09.588,2025-07-19 16:53:09.588
1747,2,2025-07-21 02:00:00.000,2025-07-21 09:00:00.000,"49-50",2025-07-19 00:00:00.000,0,98,E,W,3.70,29.00,3,0.00,55,9007,< 10 km,2025-07-19 16:53:39.623,2025-07-19 16:53:39.623
1751,2,2025-07-21 14:00:00.000,2025-07-21 21:00:00.000,"61-62",2025-07-19 00:00:00.000,2,24,N,S,2.90,26.00,82,0.00,72,9009,< 10 km,2025-07-19 16:54:41.243,2025-07-19 16:54:41.243
1752,3,2025-07-19 17:00:00.000,2025-07-20 00:00:00.000,"16-17",2025-07-19 00:00:00.000,3,189,S,N,4.40,25.00,100,0.00,84,9015,< 10 km,2025-07-19 16:55:46.647,2025-07-19 16:55:46.647
61,4,2025-07-20 07:00:00.000,2025-07-20 14:00:00.000,"30-31",2025-07-19 00:00:00.000,1,182,S,N,6.30,33.00,29,0.00,39,9013,< 10 km,2025-07-19 06:59:16.491,2025-07-19 06:59:16.491
63,4,2025-07-20 10:00:00.000,2025-07-20 17:00:00.000,"33-34",2025-07-19 00:00:00.000,1,346,NW,SE,5.20,28.00,32,0.00,62,8995,< 9 km,2025-07-19 07:00:17.685,2025-07-19 07:00:17.685
65,4,2025-07-20 01:00:00.000,2025-07-20 08:00:00.000,"24-25",2025-07-19 00:00:00.000,3,17,N,S,1.90,28.00,94,0.00,64,9006,< 10 km,2025-07-19 07:01:06.091,2025-07-19 07:01:06.091
67,4,2025-07-21 04:00:00.000,2025-07-21 11:00:00.000,"51-52",2025-07-19 00:00:00.000,0,75,NE,SW,4.20,31.00,8,0.00,48,8985,< 9 km,2025-07-19 07:01:38.013,2025-07-19 07:01:38.013
70,4,2025-07-21 07:00:00.000,2025-07-21 14:00:00.000,"54-55",2025-07-19 00:00:00.000,2,75,NE,SW,4.20,33.00,66,0.00,42,8985,< 9 km,2025-07-19 07:02:08.820,2025-07-19 07:02:08.820
72,4,2025-07-19 07:00:00.000,2025-07-19 14:00:00.000,"6-7",2025-07-19 00:00:00.000,1,92,E,W,5.30,32.00,44,0.00,45,8996,< 9 km,2025-07-19 07:02:41.701,2025-07-19 07:02:41.701
73,4,2025-07-19 13:00:00.000,2025-07-19 20:00:00.000,"12-13",2025-07-19 00:00:00.000,3,191,S,N,4.10,26.00,100,0.20,82,8998,< 9 km,2025-07-19 07:03:33.374,2025-07-19 07:03:33.374
75,4,2025-07-19 16:00:00.000,2025-07-19 23:00:00.000,"15-16",2025-07-19 00:00:00.000,3,189,S,N,4.40,25.00,100,0.00,83,9015,< 10 km,2025-07-19 07:05:27.986,2025-07-19 07:05:27.986
77,4,2025-07-20 16:00:00.000,2025-07-20 23:00:00.000,"39-40",2025-07-19 00:00:00.000,1,201,S,N,5.90,25.00,54,0.00,79,9000,< 10 km,2025-07-19 07:06:00.795,2025-07-19 07:06:00.795
80,4,2025-07-20 22:00:00.000,2025-07-21 05:00:00.000,"45-46",2025-07-19 00:00:00.000,1,98,E,W,3.70,25.00,20,0.00,78,9007,< 10 km,2025-07-19 07:06:39.455,2025-07-19 07:06:39.455
81,5,2025-07-19 16:00:00.000,2025-07-19 23:00:00.000,"15-16",2025-07-19 00:00:00.000,3,189,S,N,4.40,25.00,100,0.00,83,9015,< 10 km,2025-07-19 07:07:10.396,2025-07-19 07:07:10.396
84,5,2025-07-20 01:00:00.000,2025-07-20 08:00:00.000,"24-25",2025-07-19 00:00:00.000,3,17,N,S,1.90,28.00,94,0.00,64,9006,< 10 km,2025-07-19 07:07:50.678,2025-07-19 07:07:50.678
87,5,2025-07-20 10:00:00.000,2025-07-20 17:00:00.000,"33-34",2025-07-19 00:00:00.000,1,346,NW,SE,5.20,28.00,32,0.00,62,8995,< 9 km,2025-07-19 07:09:14.585,2025-07-19 07:09:14.585
90,5,2025-07-20 19:00:00.000,2025-07-21 02:00:00.000,"42-43",2025-07-19 00:00:00.000,1,180,S,N,1.90,25.00,38,0.00,79,8994,< 9 km,2025-07-19 07:09:45.427,2025-07-19 07:09:45.427
92,5,2025-07-21 01:00:00.000,2025-07-21 08:00:00.000,"48-49",2025-07-19 00:00:00.000,0,98,E,W,3.70,28.00,2,0.00,62,9007,< 10 km,2025-07-19 07:10:24.785,2025-07-19 07:10:24.785
93,5,2025-07-21 04:00:00.000,2025-07-21 11:00:00.000,"51-52",2025-07-19 00:00:00.000,0,75,NE,SW,4.20,31.00,8,0.00,48,8985,< 9 km,2025-07-19 07:10:55.890,2025-07-19 07:10:55.890
96,5,2025-07-21 13:00:00.000,2025-07-21 20:00:00.000,"60-61",2025-07-19 00:00:00.000,2,24,N,S,2.90,27.00,66,0.00,72,9009,< 10 km,2025-07-19 07:11:26.881,2025-07-19 07:11:26.881
98,5,2025-07-19 13:00:00.000,2025-07-19 20:00:00.000,"12-13",2025-07-19 00:00:00.000,3,191,S,N,4.10,26.00,100,0.20,82,8998,< 9 km,2025-07-19 07:12:25.239,2025-07-19 07:12:25.239
99,5,2025-07-19 07:00:00.000,2025-07-19 14:00:00.000,"6-7",2025-07-19 00:00:00.000,1,92,E,W,5.30,32.00,44,0.00,45,8996,< 9 km,2025-07-19 07:14:00.299,2025-07-19 07:14:00.299
101,6,2025-07-19 10:00:00.000,2025-07-19 17:00:00.000,"9-10",2025-07-19 00:00:00.000,3,7,N,S,3.70,28.00,100,0.00,71,8986,< 9 km,2025-07-19 07:14:34.600,2025-07-19 07:14:34.600
103,6,2025-07-19 16:00:00.000,2025-07-19 23:00:00.000,"15-16",2025-07-19 00:00:00.000,3,183,S,N,3.00,24.00,100,0.00,83,9015,< 10 km,2025-07-19 07:15:34.868,2025-07-19 07:15:34.868
105,6,2025-07-19 22:00:00.000,2025-07-20 05:00:00.000,"21-22",2025-07-19 00:00:00.000,2,189,S,N,3.70,23.00,62,0.00,85,8997,< 9 km,2025-07-19 07:16:45.592,2025-07-19 07:16:45.592
108,6,2025-07-20 04:00:00.000,2025-07-20 11:00:00.000,"27-28",2025-07-19 00:00:00.000,1,70,NE,SW,4.80,31.00,36,0.00,53,8990,< 9 km,2025-07-19 07:17:20.758,2025-07-19 07:17:20.758
109,6,2025-07-20 10:00:00.000,2025-07-20 17:00:00.000,"33-34",2025-07-19 00:00:00.000,1,14,N,S,4.40,28.00,34,0.00,63,8995,< 9 km,2025-07-19 07:17:53.722,2025-07-19 07:17:53.722
110,6,2025-07-20 07:00:00.000,2025-07-20 14:00:00.000,"30-31",2025-07-19 00:00:00.000,1,137,SE,NW,5.00,32.00,35,0.00,43,9013,< 10 km,2025-07-19 07:17:53.739,2025-07-19 07:17:53.739
111,6,2025-07-20 13:00:00.000,2025-07-20 20:00:00.000,"36-37",2025-07-19 00:00:00.000,2,182,S,N,2.30,26.00,67,0.20,81,8988,< 9 km,2025-07-19 07:18:26.992,2025-07-19 07:18:26.992
112,6,2025-07-20 16:00:00.000,2025-07-20 23:00:00.000,"39-40",2025-07-19 00:00:00.000,2,208,S,N,4.20,25.00,67,0.00,81,9000,< 10 km,2025-07-19 07:18:27.221,2025-07-19 07:18:27.221
113,6,2025-07-20 19:00:00.000,2025-07-21 02:00:00.000,"42-43",2025-07-19 00:00:00.000,1,194,S,N,0.70,25.00,42,0.00,80,8994,< 9 km,2025-07-19 07:19:00.765,2025-07-19 07:19:00.765
114,6,2025-07-20 22:00:00.000,2025-07-21 05:00:00.000,"45-46",2025-07-19 00:00:00.000,1,72,NE,SW,4.00,25.00,27,0.00,78,9007,< 10 km,2025-07-19 07:19:25.638,2025-07-19 07:19:25.638
115,6,2025-07-21 01:00:00.000,2025-07-21 08:00:00.000,"48-49",2025-07-19 00:00:00.000,0,72,NE,SW,4.00,28.00,2,0.00,64,9007,< 10 km,2025-07-19 07:22:51.745,2025-07-19 07:22:51.745
116,6,2025-07-21 04:00:00.000,2025-07-21 11:00:00.000,"51-52",2025-07-19 00:00:00.000,1,84,NE,SW,3.90,31.00,10,0.00,50,8985,< 9 km,2025-07-19 07:23:23.083,2025-07-19 07:23:23.083
117,6,2025-07-21 07:00:00.000,2025-07-21 14:00:00.000,"54-55",2025-07-19 00:00:00.000,1,84,NE,SW,3.90,32.00,57,0.00,45,8985,< 9 km,2025-07-19 07:23:34.077,2025-07-19 07:23:34.077
118,6,2025-07-21 10:00:00.000,2025-07-21 17:00:00.000,"57-58",2025-07-19 00:00:00.000,1,357,NW,SE,2.20,28.00,36,0.00,63,9009,< 10 km,2025-07-19 07:24:11.303,2025-07-19 07:24:11.303
119,6,2025-07-21 13:00:00.000,2025-07-21 20:00:00.000,"60-61",2025-07-19 00:00:00.000,2,357,NW,SE,2.20,26.00,76,0.00,73,9009,< 10 km,2025-07-19 07:24:26.343,2025-07-19 07:24:26.343
120,6,2025-07-21 16:00:00.000,2025-07-21 23:00:00.000,"63-64",2025-07-19 00:00:00.000,1,172,SE,NW,2.50,25.00,46,0.00,80,9003,< 10 km,2025-07-19 07:26:11.701,2025-07-19 07:26:11.701
121,6,2025-07-21 13:00:00.000,2025-07-21 20:00:00.000,"60-61",2025-07-19 00:00:00.000,2,357,NW,SE,2.20,26.00,76,0.00,73,9009,< 10 km,2025-07-19 07:26:11.703,2025-07-19 07:26:11.703
122,7,2025-07-19 07:00:00.000,2025-07-19 14:00:00.000,"6-7",2025-07-19 00:00:00.000,1,92,E,W,5.30,32.00,44,0.00,45,8996,< 9 km,2025-07-19 07:26:42.324,2025-07-19 07:26:42.324
123,7,2025-07-19 10:00:00.000,2025-07-19 17:00:00.000,"9-10",2025-07-19 00:00:00.000,3,22,N,S,4.60,28.00,100,0.00,70,8986,< 9 km,2025-07-19 07:26:42.358,2025-07-19 07:26:42.358
124,7,2025-07-19 16:00:00.000,2025-07-19 23:00:00.000,"15-16",2025-07-19 00:00:00.000,3,189,S,N,4.40,25.00,100,0.00,83,9015,< 10 km,2025-07-19 07:27:16.798,2025-07-19 07:27:16.798
125,7,2025-07-19 13:00:00.000,2025-07-19 20:00:00.000,"12-13",2025-07-19 00:00:00.000,3,191,S,N,4.10,26.00,100,0.20,82,8998,< 9 km,2025-07-19 07:27:16.798,2025-07-19 07:27:16.798
126,7,2025-07-20 19:00:00.000,2025-07-21 02:00:00.000,"42-43",2025-07-19 00:00:00.000,1,180,S,N,1.90,25.00,38,0.00,79,8994,< 9 km,2025-07-19 07:27:46.831,2025-07-19 07:27:46.831
127,7,2025-07-20 22:00:00.000,2025-07-21 05:00:00.000,"45-46",2025-07-19 00:00:00.000,1,98,E,W,3.70,25.00,20,0.00,78,9007,< 10 km,2025-07-19 07:27:46.845,2025-07-19 07:27:46.845
128,7,2025-07-21 01:00:00.000,2025-07-21 08:00:00.000,"48-49",2025-07-19 00:00:00.000,0,98,E,W,3.70,28.00,2,0.00,62,9007,< 10 km,2025-07-19 07:28:16.870,2025-07-19 07:28:16.870
129,7,2025-07-21 04:00:00.000,2025-07-21 11:00:00.000,"51-52",2025-07-19 00:00:00.000,0,75,NE,SW,4.20,31.00,8,0.00,48,8985,< 9 km,2025-07-19 07:28:16.907,2025-07-19 07:28:16.907
130,7,2025-07-21 10:00:00.000,2025-07-21 17:00:00.000,"57-58",2025-07-19 00:00:00.000,1,24,N,S,2.90,28.00,37,0.00,63,9009,< 10 km,2025-07-19 07:28:47.024,2025-07-19 07:28:47.024
131,7,2025-07-21 07:00:00.000,2025-07-21 14:00:00.000,"54-55",2025-07-19 00:00:00.000,2,75,NE,SW,4.20,33.00,66,0.00,42,8985,< 9 km,2025-07-19 07:28:47.025,2025-07-19 07:28:47.025
132,7,2025-07-21 13:00:00.000,2025-07-21 20:00:00.000,"60-61",2025-07-19 00:00:00.000,2,24,N,S,2.90,27.00,66,0.00,72,9009,< 10 km,2025-07-19 07:29:17.052,2025-07-19 07:29:17.052
133,7,2025-07-21 16:00:00.000,2025-07-21 23:00:00.000,"63-64",2025-07-19 00:00:00.000,1,185,S,N,3.50,25.00,49,0.00,78,9003,< 10 km,2025-07-19 07:29:17.073,2025-07-19 07:29:17.073
134,7,2025-07-19 19:00:00.000,2025-07-20 02:00:00.000,"18-19",2025-07-19 00:00:00.000,3,188,S,N,5.00,23.00,99,0.00,85,8988,< 9 km,2025-07-19 07:29:47.078,2025-07-19 07:29:47.078
135,7,2025-07-19 22:00:00.000,2025-07-20 05:00:00.000,"21-22",2025-07-19 00:00:00.000,1,184,S,N,6.60,23.00,52,0.00,85,8997,< 9 km,2025-07-19 07:29:47.104,2025-07-19 07:29:47.104
136,7,2025-07-20 01:00:00.000,2025-07-20 08:00:00.000,"24-25",2025-07-19 00:00:00.000,3,17,N,S,1.90,28.00,94,0.00,64,9006,< 10 km,2025-07-19 07:30:46.855,2025-07-19 07:30:46.855
137,7,2025-07-20 04:00:00.000,2025-07-20 11:00:00.000,"27-28",2025-07-19 00:00:00.000,1,48,NE,SW,3.40,31.00,24,0.00,50,8990,< 9 km,2025-07-19 07:30:46.857,2025-07-19 07:30:46.857
138,7,2025-07-20 07:00:00.000,2025-07-20 14:00:00.000,"30-31",2025-07-19 00:00:00.000,1,182,S,N,6.30,33.00,29,0.00,39,9013,< 10 km,2025-07-19 07:31:46.869,2025-07-19 07:31:46.869
139,7,2025-07-20 10:00:00.000,2025-07-20 17:00:00.000,"33-34",2025-07-19 00:00:00.000,1,346,NW,SE,5.20,28.00,32,0.00,62,8995,< 9 km,2025-07-19 07:31:46.869,2025-07-19 07:31:46.869
140,7,2025-07-20 13:00:00.000,2025-07-20 20:00:00.000,"36-37",2025-07-19 00:00:00.000,1,183,S,N,4.50,26.00,55,0.20,79,8988,< 9 km,2025-07-19 07:32:16.907,2025-07-19 07:32:16.907
141,7,2025-07-20 16:00:00.000,2025-07-20 23:00:00.000,"39-40",2025-07-19 00:00:00.000,1,201,S,N,5.90,25.00,54,0.00,79,9000,< 10 km,2025-07-19 07:32:16.917,2025-07-19 07:32:16.917
142,8,2025-07-20 07:00:00.000,2025-07-20 14:00:00.000,"30-31",2025-07-19 00:00:00.000,1,182,S,N,6.30,33.00,35,0.00,39,9013,< 10 km,2025-07-19 07:32:46.936,2025-07-19 07:32:46.936
143,8,2025-07-20 10:00:00.000,2025-07-20 17:00:00.000,"33-34",2025-07-19 00:00:00.000,1,346,NW,SE,5.20,28.00,34,0.00,63,8995,< 9 km,2025-07-19 07:32:46.947,2025-07-19 07:32:46.947
144,8,2025-07-20 13:00:00.000,2025-07-20 20:00:00.000,"36-37",2025-07-19 00:00:00.000,1,183,S,N,4.50,26.00,55,0.20,79,8988,< 9 km,2025-07-19 07:33:16.996,2025-07-19 07:33:16.996
145,8,2025-07-20 16:00:00.000,2025-07-20 23:00:00.000,"39-40",2025-07-19 00:00:00.000,1,201,S,N,5.90,25.00,56,0.00,79,9000,< 10 km,2025-07-19 07:33:16.996,2025-07-19 07:33:16.996
146,8,2025-07-20 19:00:00.000,2025-07-21 02:00:00.000,"42-43",2025-07-19 00:00:00.000,1,180,S,N,1.90,25.00,43,0.00,79,8994,< 9 km,2025-07-19 07:34:17.161,2025-07-19 07:34:17.161
151,8,2025-07-21 10:00:00.000,2025-07-21 17:00:00.000,"57-58",2025-07-19 00:00:00.000,1,24,N,S,2.90,28.00,37,0.00,62,9009,< 10 km,2025-07-19 07:35:17.283,2025-07-19 07:35:17.283
152,8,2025-07-21 13:00:00.000,2025-07-21 20:00:00.000,"60-61",2025-07-19 00:00:00.000,1,24,N,S,2.90,27.00,56,0.00,71,9009,< 10 km,2025-07-19 07:36:17.147,2025-07-19 07:36:17.147
155,8,2025-07-19 10:00:00.000,2025-07-19 17:00:00.000,"9-10",2025-07-19 00:00:00.000,3,22,N,S,4.60,28.00,100,0.00,70,8986,< 9 km,2025-07-19 07:36:47.218,2025-07-19 07:36:47.218
156,8,2025-07-19 13:00:00.000,2025-07-19 20:00:00.000,"12-13",2025-07-19 00:00:00.000,3,191,S,N,4.10,26.00,100,0.10,81,8998,< 9 km,2025-07-19 07:37:17.273,2025-07-19 07:37:17.273
159,8,2025-07-19 19:00:00.000,2025-07-20 02:00:00.000,"18-19",2025-07-19 00:00:00.000,3,188,S,N,5.00,24.00,99,0.00,84,8988,< 9 km,2025-07-19 07:38:17.198,2025-07-19 07:38:17.198
160,8,2025-07-19 22:00:00.000,2025-07-20 05:00:00.000,"21-22",2025-07-19 00:00:00.000,1,184,S,N,6.60,23.00,49,0.00,86,8997,< 9 km,2025-07-19 07:38:48.659,2025-07-19 07:38:48.659
161,8,2025-07-20 01:00:00.000,2025-07-20 08:00:00.000,"24-25",2025-07-19 00:00:00.000,3,17,N,S,1.90,28.00,94,0.00,64,9006,< 10 km,2025-07-19 07:39:17.205,2025-07-19 07:39:17.205
162,9,2025-07-19 07:00:00.000,2025-07-19 14:00:00.000,"6-7",2025-07-19 00:00:00.000,1,92,E,W,5.30,32.00,44,0.00,45,8996,< 9 km,2025-07-19 07:39:18.681,2025-07-19 07:39:18.681
163,9,2025-07-19 10:00:00.000,2025-07-19 17:00:00.000,"9-10",2025-07-19 00:00:00.000,3,22,N,S,4.60,28.00,100,0.00,70,8986,< 9 km,2025-07-19 07:39:48.246,2025-07-19 07:39:48.246
164,9,2025-07-19 13:00:00.000,2025-07-19 20:00:00.000,"12-13",2025-07-19 00:00:00.000,3,191,S,N,4.10,26.00,100,0.20,82,8998,< 9 km,2025-07-19 07:40:17.549,2025-07-19 07:40:17.549
167,9,2025-07-19 22:00:00.000,2025-07-20 05:00:00.000,"21-22",2025-07-19 00:00:00.000,1,184,S,N,6.60,23.00,52,0.00,85,8997,< 9 km,2025-07-19 07:41:17.562,2025-07-19 07:41:17.562
169,9,2025-07-20 04:00:00.000,2025-07-20 11:00:00.000,"27-28",2025-07-19 00:00:00.000,1,48,NE,SW,3.40,31.00,24,0.00,50,8990,< 9 km,2025-07-19 07:42:17.598,2025-07-19 07:42:17.598
171,9,2025-07-20 07:00:00.000,2025-07-20 14:00:00.000,"30-31",2025-07-19 00:00:00.000,1,182,S,N,6.30,33.00,29,0.00,39,9013,< 10 km,2025-07-19 07:42:47.694,2025-07-19 07:42:47.694
1225,3,2025-07-21 08:00:00.000,2025-07-21 15:00:00.000,"55-56",2025-07-19 00:00:00.000,1,75,NE,SW,4.20,32.00,45,0.00,45,8985,< 9 km,2025-07-19 13:56:24.270,2025-07-19 13:56:24.270
1226,3,2025-07-21 11:00:00.000,2025-07-21 18:00:00.000,"58-59",2025-07-19 00:00:00.000,1,24,N,S,2.90,28.00,42,0.00,65,9009,< 10 km,2025-07-19 13:56:54.297,2025-07-19 13:56:54.297
1229,4,2025-07-20 20:00:00.000,2025-07-21 03:00:00.000,"43-44",2025-07-19 00:00:00.000,1,180,S,N,1.90,25.00,34,0.00,81,8994,< 9 km,2025-07-19 13:57:24.370,2025-07-19 13:57:24.370
1230,4,2025-07-20 23:00:00.000,2025-07-21 06:00:00.000,"46-47",2025-07-19 00:00:00.000,1,98,E,W,3.70,26.00,15,0.00,74,9007,< 10 km,2025-07-19 13:58:24.347,2025-07-19 13:58:24.347
1233,4,2025-07-21 05:00:00.000,2025-07-21 12:00:00.000,"52-53",2025-07-19 00:00:00.000,1,75,NE,SW,4.20,32.00,24,0.00,44,8985,< 9 km,2025-07-19 13:59:54.461,2025-07-19 13:59:54.461
1235,4,2025-07-21 11:00:00.000,2025-07-21 18:00:00.000,"58-59",2025-07-19 00:00:00.000,1,24,N,S,2.90,28.00,40,0.00,67,9009,< 10 km,2025-07-19 14:00:56.269,2025-07-19 14:00:56.269
1236,4,2025-07-19 08:00:00.000,2025-07-19 15:00:00.000,"7-8",2025-07-19 00:00:00.000,1,92,E,W,5.30,32.00,40,0.00,46,8996,< 9 km,2025-07-19 14:01:26.293,2025-07-19 14:01:26.293
1237,6,2025-07-20 05:00:00.000,2025-07-20 12:00:00.000,"28-29",2025-07-19 00:00:00.000,1,70,NE,SW,4.80,31.00,54,0.00,50,8990,< 9 km,2025-07-19 14:01:26.326,2025-07-19 14:01:26.326
1238,6,2025-07-20 08:00:00.000,2025-07-20 15:00:00.000,"31-32",2025-07-19 00:00:00.000,2,137,SE,NW,5.00,33.00,61,0.00,41,9013,< 10 km,2025-07-19 14:01:56.315,2025-07-19 14:01:56.315
1241,6,2025-07-19 17:00:00.000,2025-07-20 00:00:00.000,"16-17",2025-07-19 00:00:00.000,3,183,S,N,3.00,24.00,100,0.00,83,9015,< 10 km,2025-07-19 14:02:27.214,2025-07-19 14:02:27.214
1242,6,2025-07-19 20:00:00.000,2025-07-20 03:00:00.000,"19-20",2025-07-19 00:00:00.000,1,181,S,N,2.90,23.00,54,0.00,86,8988,< 9 km,2025-07-19 14:02:57.235,2025-07-19 14:02:57.235
1243,6,2025-07-19 14:00:00.000,2025-07-19 21:00:00.000,"13-14",2025-07-19 00:00:00.000,3,172,SE,NW,2.30,25.00,100,0.10,86,8998,< 9 km,2025-07-19 14:02:57.252,2025-07-19 14:02:57.252
1244,6,2025-07-19 23:00:00.000,2025-07-20 06:00:00.000,"22-23",2025-07-19 00:00:00.000,3,189,S,N,3.70,24.00,90,0.00,80,8997,< 9 km,2025-07-19 14:03:27.256,2025-07-19 14:03:27.256
1247,5,2025-07-19 20:00:00.000,2025-07-20 03:00:00.000,"19-20",2025-07-19 00:00:00.000,1,188,S,N,5.00,23.00,58,0.00,87,8988,< 9 km,2025-07-19 14:04:30.722,2025-07-19 14:04:30.722
1249,5,2025-07-20 02:00:00.000,2025-07-20 09:00:00.000,"25-26",2025-07-19 00:00:00.000,1,17,N,S,1.90,29.00,17,0.00,58,9006,< 10 km,2025-07-19 14:05:31.980,2025-07-19 14:05:31.980
1250,5,2025-07-20 05:00:00.000,2025-07-20 12:00:00.000,"28-29",2025-07-19 00:00:00.000,1,48,NE,SW,3.40,32.00,38,0.00,47,8990,< 9 km,2025-07-19 14:06:02.013,2025-07-19 14:06:02.013
1253,5,2025-07-20 14:00:00.000,2025-07-20 21:00:00.000,"37-38",2025-07-19 00:00:00.000,2,183,S,N,4.50,26.00,68,0.20,79,8988,< 9 km,2025-07-19 14:06:34.289,2025-07-19 14:06:34.289
1255,5,2025-07-20 17:00:00.000,2025-07-21 00:00:00.000,"40-41",2025-07-19 00:00:00.000,1,201,S,N,5.90,25.00,45,0.00,79,9000,< 10 km,2025-07-19 14:07:35.266,2025-07-19 14:07:35.266
1257,5,2025-07-20 23:00:00.000,2025-07-21 06:00:00.000,"46-47",2025-07-19 00:00:00.000,1,98,E,W,3.70,26.00,15,0.00,74,9007,< 10 km,2025-07-19 14:08:05.882,2025-07-19 14:08:05.882
1258,5,2025-07-21 05:00:00.000,2025-07-21 12:00:00.000,"52-53",2025-07-19 00:00:00.000,1,75,NE,SW,4.20,32.00,24,0.00,44,8985,< 9 km,2025-07-19 14:08:36.327,2025-07-19 14:08:36.327
1259,5,2025-07-21 08:00:00.000,2025-07-21 15:00:00.000,"55-56",2025-07-19 00:00:00.000,1,75,NE,SW,4.20,32.00,47,0.00,45,8985,< 9 km,2025-07-19 14:09:08.296,2025-07-19 14:09:08.296
1260,5,2025-07-21 11:00:00.000,2025-07-21 18:00:00.000,"58-59",2025-07-19 00:00:00.000,1,24,N,S,2.90,28.00,40,0.00,67,9009,< 10 km,2025-07-19 14:09:38.295,2025-07-19 14:09:38.295
1261,5,2025-07-21 14:00:00.000,2025-07-21 21:00:00.000,"61-62",2025-07-19 00:00:00.000,2,24,N,S,2.90,26.00,81,0.00,73,9009,< 10 km,2025-07-19 14:09:38.555,2025-07-19 14:09:38.555
1262,5,2025-07-19 08:00:00.000,2025-07-19 15:00:00.000,"7-8",2025-07-19 00:00:00.000,1,92,E,W,5.30,32.00,40,0.00,46,8996,< 9 km,2025-07-19 14:10:08.324,2025-07-19 14:10:08.324
1263,5,2025-07-19 11:00:00.000,2025-07-19 18:00:00.000,"10-11",2025-07-19 00:00:00.000,3,22,N,S,4.60,27.00,100,0.00,76,8986,< 9 km,2025-07-19 14:10:08.585,2025-07-19 14:10:08.585
1264,5,2025-07-19 14:00:00.000,2025-07-19 21:00:00.000,"13-14",2025-07-19 00:00:00.000,3,191,S,N,4.10,25.00,99,0.20,86,8998,< 9 km,2025-07-19 14:10:38.353,2025-07-19 14:10:38.353
1265,6,2025-07-20 11:00:00.000,2025-07-20 18:00:00.000,"34-35",2025-07-19 00:00:00.000,1,14,N,S,4.40,27.00,29,0.00,75,8995,< 9 km,2025-07-19 14:11:13.191,2025-07-19 14:11:13.191
