"forecast_id","subdistrict_id","utc_datetime","local_datetime","time_index","analysis_date","weather_condition_id","wind_direction_degrees","wind_direction","wind_direction_to","wind_speed","temperature","cloud_cover_percentage","precipitation_probability","humidity","visibility_meters","visibility_text","created_at","updated_at"
3113,29,2025-07-20 03:00:00.000,2025-07-20 10:00:00.000,"26-27",2025-07-19 00:00:00.000,1,136,SE,NW,1.80,31.00,30,0.00,56,9006,< 10 km,2025-07-20 05:12:26.209,2025-07-20 05:12:26.209
3116,29,2025-07-20 12:00:00.000,2025-07-20 19:00:00.000,"35-36",2025-07-19 00:00:00.000,1,31,N,S,2.50,27.00,46,0.00,72,8995,< 9 km,2025-07-20 05:12:56.324,2025-07-20 05:12:56.324
3115,29,2025-07-20 09:00:00.000,2025-07-20 16:00:00.000,"32-33",2025-07-19 00:00:00.000,1,54,NE,SW,1.60,29.00,44,0.10,62,9013,< 10 km,2025-07-20 05:12:56.323,2025-07-20 05:12:56.323
3117,29,2025-07-20 18:00:00.000,2025-07-21 01:00:00.000,"41-42",2025-07-19 00:00:00.000,1,217,S,N,3.80,25.00,28,0.00,84,9000,< 10 km,2025-07-20 05:13:29.960,2025-07-20 05:13:29.960
3118,29,2025-07-20 15:00:00.000,2025-07-20 22:00:00.000,"38-39",2025-07-19 00:00:00.000,2,152,SE,NW,2.70,26.00,62,0.00,82,8988,< 9 km,2025-07-20 05:13:29.963,2025-07-20 05:13:29.963
2754,58,2025-07-19 16:00:00.000,2025-07-19 23:00:00.000,"15-16",2025-07-19 00:00:00.000,3,161,SE,NW,6.30,24.00,100,0.00,83,9015,< 10 km,2025-07-19 23:23:37.745,2025-07-19 23:23:37.745
2755,58,2025-07-19 13:00:00.000,2025-07-19 20:00:00.000,"12-13",2025-07-19 00:00:00.000,3,172,SE,NW,6.00,25.00,100,0.10,83,8998,< 9 km,2025-07-19 23:23:37.741,2025-07-19 23:23:37.741
2757,58,2025-07-20 19:00:00.000,2025-07-21 02:00:00.000,"42-43",2025-07-19 00:00:00.000,1,151,SE,NW,5.80,24.00,55,0.00,82,8994,< 9 km,2025-07-19 23:24:45.627,2025-07-19 23:24:45.627
2756,58,2025-07-20 22:00:00.000,2025-07-21 05:00:00.000,"45-46",2025-07-19 00:00:00.000,1,123,E,W,5.30,24.00,32,0.00,81,9007,< 10 km,2025-07-19 23:24:45.629,2025-07-19 23:24:45.629
2890,3,2025-07-20 00:00:00.000,2025-07-20 07:00:00.000,"23-24",2025-07-19 00:00:00.000,3,184,S,N,6.60,26.00,99,0.00,72,8997,< 9 km,2025-07-20 03:56:51.354,2025-07-20 03:56:51.354
2892,4,2025-07-19 21:00:00.000,2025-07-20 04:00:00.000,"20-21",2025-07-19 00:00:00.000,1,188,S,N,5.00,23.00,48,0.00,86,8988,< 9 km,2025-07-20 03:57:21.883,2025-07-20 03:57:21.883
2895,4,2025-07-20 03:00:00.000,2025-07-20 10:00:00.000,"26-27",2025-07-19 00:00:00.000,1,17,N,S,1.90,30.00,21,0.00,53,9006,< 10 km,2025-07-20 03:57:54.685,2025-07-20 03:57:54.685
2897,4,2025-07-20 09:00:00.000,2025-07-20 16:00:00.000,"32-33",2025-07-19 00:00:00.000,2,182,S,N,6.30,31.00,80,0.00,46,9013,< 10 km,2025-07-20 03:58:27.995,2025-07-20 03:58:27.995
2898,5,2025-07-19 09:00:00.000,2025-07-19 16:00:00.000,"8-9",2025-07-19 00:00:00.000,3,92,E,W,5.30,31.00,90,0.00,52,8996,< 9 km,2025-07-20 03:58:58.052,2025-07-20 03:58:58.052
2899,5,2025-07-19 12:00:00.000,2025-07-19 19:00:00.000,"11-12",2025-07-19 00:00:00.000,3,22,N,S,4.60,26.00,100,0.20,79,8986,< 9 km,2025-07-20 03:58:58.082,2025-07-20 03:58:58.082
2995,10,2025-07-19 15:00:00.000,2025-07-19 22:00:00.000,"14-15",2025-07-19 00:00:00.000,3,172,SE,NW,2.30,25.00,100,0.00,85,8998,< 9 km,2025-07-20 04:34:14.326,2025-07-20 04:34:14.326
2997,10,2025-07-20 00:00:00.000,2025-07-20 07:00:00.000,"23-24",2025-07-19 00:00:00.000,3,189,S,N,3.70,26.00,99,0.00,72,8261,< 9 km,2025-07-20 04:34:44.435,2025-07-20 04:34:44.435
3000,10,2025-07-20 06:00:00.000,2025-07-20 13:00:00.000,"29-30",2025-07-19 00:00:00.000,1,70,NE,SW,4.80,32.00,37,0.00,50,8990,< 9 km,2025-07-20 04:35:18.903,2025-07-20 04:35:18.903
3002,10,2025-07-20 12:00:00.000,2025-07-20 19:00:00.000,"35-36",2025-07-19 00:00:00.000,1,14,N,S,4.40,26.00,48,0.10,79,8995,< 9 km,2025-07-20 04:35:49.053,2025-07-20 04:35:49.053
3004,10,2025-07-20 15:00:00.000,2025-07-20 22:00:00.000,"38-39",2025-07-19 00:00:00.000,2,182,S,N,2.30,25.00,71,0.00,84,8988,< 9 km,2025-07-20 04:36:20.067,2025-07-20 04:36:20.067
3005,10,2025-07-21 00:00:00.000,2025-07-21 07:00:00.000,"47-48",2025-07-19 00:00:00.000,0,72,NE,SW,4.00,26.00,8,0.00,71,9007,< 10 km,2025-07-20 04:36:52.328,2025-07-20 04:36:52.328
3010,10,2025-07-21 12:00:00.000,2025-07-21 19:00:00.000,"59-60",2025-07-19 00:00:00.000,1,357,NW,SE,2.20,27.00,50,0.00,71,9009,< 10 km,2025-07-20 04:37:54.328,2025-07-20 04:37:54.328
3012,10,2025-07-21 15:00:00.000,2025-07-21 22:00:00.000,"62-63",2025-07-19 00:00:00.000,2,172,SE,NW,2.50,25.00,71,0.00,79,9003,< 10 km,2025-07-20 04:38:24.663,2025-07-20 04:38:24.663
3013,11,2025-07-19 15:00:00.000,2025-07-19 22:00:00.000,"14-15",2025-07-19 00:00:00.000,3,172,SE,NW,2.30,25.00,100,0.00,85,8998,< 9 km,2025-07-20 04:38:56.704,2025-07-20 04:38:56.704
3015,11,2025-07-19 18:00:00.000,2025-07-20 01:00:00.000,"17-18",2025-07-19 00:00:00.000,3,183,S,N,3.00,24.00,100,0.00,84,9015,< 10 km,2025-07-20 04:39:26.897,2025-07-20 04:39:26.897
3017,11,2025-07-20 00:00:00.000,2025-07-20 07:00:00.000,"23-24",2025-07-19 00:00:00.000,3,189,S,N,3.70,26.00,99,0.00,72,8997,< 9 km,2025-07-20 04:40:29.330,2025-07-20 04:40:29.330
3019,11,2025-07-20 06:00:00.000,2025-07-20 13:00:00.000,"29-30",2025-07-19 00:00:00.000,1,70,NE,SW,4.80,32.00,33,0.00,46,8990,< 9 km,2025-07-20 04:40:59.422,2025-07-20 04:40:59.422
3022,11,2025-07-20 12:00:00.000,2025-07-20 19:00:00.000,"35-36",2025-07-19 00:00:00.000,1,14,N,S,4.40,26.00,48,0.20,78,8995,< 9 km,2025-07-20 04:41:31.787,2025-07-20 04:41:31.787
3023,11,2025-07-20 21:00:00.000,2025-07-21 04:00:00.000,"44-45",2025-07-19 00:00:00.000,1,194,S,N,0.70,25.00,48,0.00,80,8994,< 9 km,2025-07-20 04:42:02.284,2025-07-20 04:42:02.284
3025,11,2025-07-21 03:00:00.000,2025-07-21 10:00:00.000,"50-51",2025-07-19 00:00:00.000,0,84,NE,SW,3.90,30.00,5,0.00,53,8985,< 9 km,2025-07-20 04:42:33.995,2025-07-20 04:42:33.995
3027,11,2025-07-21 09:00:00.000,2025-07-21 16:00:00.000,"56-57",2025-07-19 00:00:00.000,2,357,NW,SE,2.20,30.00,70,0.00,56,9009,< 10 km,2025-07-20 04:43:05.977,2025-07-20 04:43:05.977
3029,11,2025-07-21 15:00:00.000,2025-07-21 22:00:00.000,"62-63",2025-07-19 00:00:00.000,2,172,SE,NW,2.50,25.00,71,0.00,77,9003,< 10 km,2025-07-20 04:43:36.473,2025-07-20 04:43:36.473
3032,12,2025-07-21 09:00:00.000,2025-07-21 16:00:00.000,"56-57",2025-07-19 00:00:00.000,2,357,NW,SE,2.20,30.00,70,0.00,56,9009,< 10 km,2025-07-20 04:44:39.246,2025-07-20 04:44:39.246
3033,12,2025-07-19 09:00:00.000,2025-07-19 16:00:00.000,"8-9",2025-07-19 00:00:00.000,3,106,E,W,8.50,30.00,93,0.00,57,8996,< 9 km,2025-07-20 04:45:11.158,2025-07-20 04:45:11.158
3034,12,2025-07-19 12:00:00.000,2025-07-19 19:00:00.000,"11-12",2025-07-19 00:00:00.000,3,7,N,S,3.70,26.00,100,0.10,79,8986,< 9 km,2025-07-20 04:45:41.147,2025-07-20 04:45:41.147
3035,12,2025-07-19 15:00:00.000,2025-07-19 22:00:00.000,"14-15",2025-07-19 00:00:00.000,3,172,SE,NW,2.30,25.00,100,0.00,85,8998,< 9 km,2025-07-20 04:45:42.085,2025-07-20 04:45:42.085
3036,12,2025-07-21 15:00:00.000,2025-07-21 22:00:00.000,"62-63",2025-07-19 00:00:00.000,2,172,SE,NW,2.50,25.00,71,0.00,77,9003,< 10 km,2025-07-20 04:46:11.231,2025-07-20 04:46:11.231
3037,12,2025-07-19 21:00:00.000,2025-07-20 04:00:00.000,"20-21",2025-07-19 00:00:00.000,1,181,S,N,2.90,23.00,54,0.00,86,8988,< 9 km,2025-07-20 04:46:12.867,2025-07-20 04:46:12.867
3039,12,2025-07-20 00:00:00.000,2025-07-20 07:00:00.000,"23-24",2025-07-19 00:00:00.000,3,189,S,N,3.70,26.00,99,0.00,72,8997,< 9 km,2025-07-20 04:46:42.907,2025-07-20 04:46:42.907
3040,12,2025-07-20 21:00:00.000,2025-07-21 04:00:00.000,"44-45",2025-07-19 00:00:00.000,1,194,S,N,0.70,25.00,48,0.00,80,8994,< 9 km,2025-07-20 04:47:13.010,2025-07-20 04:47:13.010
3042,12,2025-07-21 00:00:00.000,2025-07-21 07:00:00.000,"47-48",2025-07-19 00:00:00.000,0,72,NE,SW,4.00,27.00,7,0.00,70,9007,< 10 km,2025-07-20 04:47:45.582,2025-07-20 04:47:45.582
3045,12,2025-07-21 06:00:00.000,2025-07-21 13:00:00.000,"53-54",2025-07-19 00:00:00.000,1,84,NE,SW,3.90,32.00,30,0.00,44,8985,< 9 km,2025-07-20 04:48:19.641,2025-07-20 04:48:19.641
3046,12,2025-07-20 06:00:00.000,2025-07-20 13:00:00.000,"29-30",2025-07-19 00:00:00.000,1,70,NE,SW,4.80,32.00,33,0.00,46,8990,< 9 km,2025-07-20 04:48:49.774,2025-07-20 04:48:49.774
3048,12,2025-07-20 15:00:00.000,2025-07-20 22:00:00.000,"38-39",2025-07-19 00:00:00.000,2,182,S,N,2.30,25.00,64,0.00,81,8988,< 9 km,2025-07-20 04:49:53.910,2025-07-20 04:49:53.910
3051,13,2025-07-20 18:00:00.000,2025-07-21 01:00:00.000,"41-42",2025-07-19 00:00:00.000,1,208,S,N,4.20,25.00,48,0.00,81,9000,< 10 km,2025-07-20 04:50:58.616,2025-07-20 04:50:58.616
3059,13,2025-07-19 18:00:00.000,2025-07-20 01:00:00.000,"17-18",2025-07-19 00:00:00.000,3,183,S,N,3.00,24.00,100,0.00,84,9015,< 10 km,2025-07-20 04:53:04.896,2025-07-20 04:53:04.896
3060,13,2025-07-20 00:00:00.000,2025-07-20 07:00:00.000,"23-24",2025-07-19 00:00:00.000,3,189,S,N,3.70,26.00,99,0.00,71,8997,< 9 km,2025-07-20 04:54:06.909,2025-07-20 04:54:06.909
3063,13,2025-07-20 06:00:00.000,2025-07-20 13:00:00.000,"29-30",2025-07-19 00:00:00.000,1,70,NE,SW,4.80,33.00,33,0.00,45,8990,< 9 km,2025-07-20 04:54:37.116,2025-07-20 04:54:37.116
3064,13,2025-07-20 12:00:00.000,2025-07-20 19:00:00.000,"35-36",2025-07-19 00:00:00.000,1,14,N,S,4.40,27.00,50,0.10,77,8995,< 9 km,2025-07-20 04:55:09.851,2025-07-20 04:55:09.851
3067,13,2025-07-19 12:00:00.000,2025-07-19 19:00:00.000,"11-12",2025-07-19 00:00:00.000,3,7,N,S,3.70,27.00,100,0.10,79,8986,< 9 km,2025-07-20 04:56:11.502,2025-07-20 04:56:11.502
3071,27,2025-07-19 15:00:00.000,2025-07-19 22:00:00.000,"14-15",2025-07-19 00:00:00.000,3,168,SE,NW,2.60,25.00,100,0.00,86,8998,< 9 km,2025-07-20 04:57:13.619,2025-07-20 04:57:13.619
3073,27,2025-07-20 18:00:00.000,2025-07-21 01:00:00.000,"41-42",2025-07-19 00:00:00.000,1,217,S,N,3.80,24.00,30,0.00,86,9000,< 10 km,2025-07-20 04:58:16.438,2025-07-20 04:58:16.438
3074,27,2025-07-21 00:00:00.000,2025-07-21 07:00:00.000,"47-48",2025-07-19 00:00:00.000,0,124,E,W,5.60,26.00,5,0.00,74,9007,< 10 km,2025-07-20 04:58:46.683,2025-07-20 04:58:46.683
3075,27,2025-07-21 03:00:00.000,2025-07-21 10:00:00.000,"50-51",2025-07-19 00:00:00.000,0,119,E,W,5.10,30.00,6,0.00,54,8985,< 9 km,2025-07-20 04:58:48.615,2025-07-20 04:58:48.615
3076,27,2025-07-21 06:00:00.000,2025-07-21 13:00:00.000,"53-54",2025-07-19 00:00:00.000,1,119,E,W,5.10,32.00,17,0.00,47,8985,< 9 km,2025-07-20 04:59:18.605,2025-07-20 04:59:18.605
3077,27,2025-07-21 09:00:00.000,2025-07-21 16:00:00.000,"56-57",2025-07-19 00:00:00.000,2,64,NE,SW,3.80,30.00,83,0.00,57,9009,< 10 km,2025-07-20 04:59:18.793,2025-07-20 04:59:18.793
3078,27,2025-07-21 15:00:00.000,2025-07-21 22:00:00.000,"62-63",2025-07-19 00:00:00.000,1,173,SE,NW,2.10,25.00,52,0.00,81,9003,< 10 km,2025-07-20 05:00:15.618,2025-07-20 05:00:15.618
3081,27,2025-07-19 21:00:00.000,2025-07-20 04:00:00.000,"20-21",2025-07-19 00:00:00.000,1,189,S,N,2.70,23.00,38,0.00,88,8988,< 9 km,2025-07-20 05:00:54.195,2025-07-20 05:00:54.195
3082,27,2025-07-20 00:00:00.000,2025-07-20 07:00:00.000,"23-24",2025-07-19 00:00:00.000,3,196,S,N,5.50,26.00,97,0.00,74,8997,< 9 km,2025-07-20 05:02:01.515,2025-07-20 05:02:01.515
3085,27,2025-07-20 12:00:00.000,2025-07-20 19:00:00.000,"35-36",2025-07-19 00:00:00.000,1,31,N,S,2.50,26.00,46,0.10,79,8995,< 9 km,2025-07-20 05:03:05.278,2025-07-20 05:03:05.278
3089,28,2025-07-19 21:00:00.000,2025-07-20 04:00:00.000,"20-21",2025-07-19 00:00:00.000,1,192,S,N,3.40,24.00,16,0.00,89,8988,< 9 km,2025-07-20 05:04:39.612,2025-07-20 05:04:39.612
3091,28,2025-07-20 00:00:00.000,2025-07-20 07:00:00.000,"23-24",2025-07-19 00:00:00.000,3,198,S,N,4.70,27.00,95,0.00,73,8997,< 9 km,2025-07-20 05:05:09.815,2025-07-20 05:05:09.815
3094,28,2025-07-20 09:00:00.000,2025-07-20 16:00:00.000,"32-33",2025-07-19 00:00:00.000,1,357,NW,SE,11.80,29.00,40,0.00,63,9013,< 10 km,2025-07-20 05:06:11.653,2025-07-20 05:06:11.653
3096,28,2025-07-20 12:00:00.000,2025-07-20 19:00:00.000,"35-36",2025-07-19 00:00:00.000,1,358,NW,SE,4.80,28.00,41,0.00,70,8995,< 9 km,2025-07-20 05:06:41.781,2025-07-20 05:06:41.781
3097,28,2025-07-19 15:00:00.000,2025-07-19 22:00:00.000,"14-15",2025-07-19 00:00:00.000,3,192,S,N,1.70,26.00,100,0.00,86,8998,< 9 km,2025-07-20 05:07:13.660,2025-07-20 05:07:13.660
3119,29,2025-07-20 21:00:00.000,2025-07-21 04:00:00.000,"44-45",2025-07-19 00:00:00.000,1,219,S,N,2.50,24.00,42,0.00,86,8994,< 9 km,2025-07-20 05:14:00.153,2025-07-20 05:14:00.153
3120,29,2025-07-21 00:00:00.000,2025-07-21 07:00:00.000,"47-48",2025-07-19 00:00:00.000,0,124,E,W,5.60,27.00,2,0.00,71,9007,< 10 km,2025-07-20 05:14:02.691,2025-07-20 05:14:02.691
3121,29,2025-07-21 03:00:00.000,2025-07-21 10:00:00.000,"50-51",2025-07-19 00:00:00.000,1,119,E,W,5.10,32.00,16,0.00,49,8985,< 9 km,2025-07-20 05:14:32.722,2025-07-20 05:14:32.722
3122,29,2025-07-21 06:00:00.000,2025-07-21 13:00:00.000,"53-54",2025-07-19 00:00:00.000,1,119,E,W,5.10,34.00,39,0.00,40,8985,< 9 km,2025-07-20 05:14:33.662,2025-07-20 05:14:33.662
3124,29,2025-07-21 09:00:00.000,2025-07-21 16:00:00.000,"56-57",2025-07-19 00:00:00.000,2,64,NE,SW,3.80,30.00,81,0.00,53,9009,< 10 km,2025-07-20 05:15:03.124,2025-07-20 05:15:03.124
3125,29,2025-07-21 15:00:00.000,2025-07-21 22:00:00.000,"62-63",2025-07-19 00:00:00.000,1,173,SE,NW,2.10,26.00,29,0.00,77,9003,< 10 km,2025-07-20 05:15:35.587,2025-07-20 05:15:35.587
3128,30,2025-07-20 12:00:00.000,2025-07-20 19:00:00.000,"35-36",2025-07-19 00:00:00.000,1,14,N,S,4.40,26.00,48,0.10,81,8995,< 9 km,2025-07-20 05:16:06.675,2025-07-20 05:16:06.675
3130,30,2025-07-19 12:00:00.000,2025-07-19 19:00:00.000,"11-12",2025-07-19 00:00:00.000,3,7,N,S,3.70,26.00,100,0.10,81,8986,< 9 km,2025-07-20 05:16:37.657,2025-07-20 05:16:37.657
3131,30,2025-07-20 18:00:00.000,2025-07-21 01:00:00.000,"41-42",2025-07-19 00:00:00.000,1,208,S,N,4.20,24.00,49,0.00,83,9000,< 10 km,2025-07-20 05:17:40.634,2025-07-20 05:17:40.634
3134,30,2025-07-20 21:00:00.000,2025-07-21 04:00:00.000,"44-45",2025-07-19 00:00:00.000,1,194,S,N,0.70,25.00,52,0.00,80,8994,< 9 km,2025-07-20 05:18:10.792,2025-07-20 05:18:10.792
3135,30,2025-07-19 21:00:00.000,2025-07-20 04:00:00.000,"20-21",2025-07-19 00:00:00.000,2,181,S,N,2.90,23.00,73,0.00,85,8988,< 9 km,2025-07-20 05:18:42.769,2025-07-20 05:18:42.769
3137,30,2025-07-20 03:00:00.000,2025-07-20 10:00:00.000,"26-27",2025-07-19 00:00:00.000,1,347,NW,SE,3.00,29.00,37,0.00,60,9006,< 10 km,2025-07-20 05:19:15.724,2025-07-20 05:19:15.724
3140,30,2025-07-21 03:00:00.000,2025-07-21 10:00:00.000,"50-51",2025-07-19 00:00:00.000,0,84,NE,SW,3.90,30.00,7,0.00,55,8985,< 9 km,2025-07-20 05:19:46.807,2025-07-20 05:19:46.807
3141,30,2025-07-21 15:00:00.000,2025-07-21 22:00:00.000,"62-63",2025-07-19 00:00:00.000,2,172,SE,NW,2.50,25.00,71,0.00,81,9003,< 10 km,2025-07-20 05:20:47.402,2025-07-20 05:20:47.402
3143,30,2025-07-21 12:00:00.000,2025-07-21 19:00:00.000,"59-60",2025-07-19 00:00:00.000,1,357,NW,SE,2.20,27.00,45,0.00,72,9009,< 10 km,2025-07-20 05:21:17.607,2025-07-20 05:21:17.607
3145,31,2025-07-19 12:00:00.000,2025-07-19 19:00:00.000,"11-12",2025-07-19 00:00:00.000,3,20,N,S,4.80,26.00,100,0.10,80,8986,< 9 km,2025-07-20 05:21:49.242,2025-07-20 05:21:49.242
3152,31,2025-07-20 06:00:00.000,2025-07-20 13:00:00.000,"29-30",2025-07-19 00:00:00.000,1,124,E,W,5.20,32.00,39,0.00,49,8990,< 9 km,2025-07-20 05:24:25.789,2025-07-20 05:24:25.789
3154,31,2025-07-20 12:00:00.000,2025-07-20 19:00:00.000,"35-36",2025-07-19 00:00:00.000,1,30,N,S,4.10,26.00,52,0.10,78,8995,< 9 km,2025-07-20 05:25:32.369,2025-07-20 05:25:32.369
3156,31,2025-07-20 15:00:00.000,2025-07-20 22:00:00.000,"38-39",2025-07-19 00:00:00.000,1,133,E,W,1.40,25.00,49,0.00,86,8988,< 9 km,2025-07-20 05:26:33.995,2025-07-20 05:26:33.995
3157,31,2025-07-20 21:00:00.000,2025-07-21 04:00:00.000,"44-45",2025-07-19 00:00:00.000,1,215,S,N,2.70,25.00,55,0.00,82,8994,< 9 km,2025-07-20 05:27:04.147,2025-07-20 05:27:04.147
3159,31,2025-07-21 03:00:00.000,2025-07-21 10:00:00.000,"50-51",2025-07-19 00:00:00.000,0,137,SE,NW,6.30,31.00,6,0.00,52,8985,< 9 km,2025-07-20 05:27:34.264,2025-07-20 05:27:34.264
3161,31,2025-07-21 12:00:00.000,2025-07-21 19:00:00.000,"59-60",2025-07-19 00:00:00.000,1,44,N,S,4.10,27.00,42,0.00,68,9009,< 10 km,2025-07-20 05:28:09.866,2025-07-20 05:28:09.866
3163,31,2025-07-21 15:00:00.000,2025-07-21 22:00:00.000,"62-63",2025-07-19 00:00:00.000,2,145,SE,NW,3.00,25.00,61,0.00,79,9003,< 10 km,2025-07-20 05:29:13.942,2025-07-20 05:29:13.942
3166,32,2025-07-19 12:00:00.000,2025-07-19 19:00:00.000,"11-12",2025-07-19 00:00:00.000,3,7,N,S,3.70,26.00,100,0.10,81,8986,< 9 km,2025-07-20 05:29:44.113,2025-07-20 05:29:44.113
3167,32,2025-07-20 18:00:00.000,2025-07-21 01:00:00.000,"41-42",2025-07-19 00:00:00.000,1,208,S,N,4.20,24.00,39,0.00,84,9000,< 10 km,2025-07-20 05:30:17.629,2025-07-20 05:30:17.629
3170,32,2025-07-21 00:00:00.000,2025-07-21 07:00:00.000,"47-48",2025-07-19 00:00:00.000,0,72,NE,SW,4.00,26.00,7,0.00,73,9007,< 10 km,2025-07-20 05:30:47.779,2025-07-20 05:30:47.779
3171,32,2025-07-21 09:00:00.000,2025-07-21 16:00:00.000,"56-57",2025-07-19 00:00:00.000,2,357,NW,SE,2.20,30.00,76,0.00,58,9009,< 10 km,2025-07-20 05:31:59.470,2025-07-20 05:31:59.470
3173,32,2025-07-21 15:00:00.000,2025-07-21 22:00:00.000,"62-63",2025-07-19 00:00:00.000,1,172,SE,NW,2.50,25.00,58,0.00,81,9003,< 10 km,2025-07-20 05:32:29.810,2025-07-20 05:32:29.810
3175,32,2025-07-19 21:00:00.000,2025-07-20 04:00:00.000,"20-21",2025-07-19 00:00:00.000,1,181,S,N,2.90,23.00,53,0.00,86,8988,< 9 km,2025-07-20 05:32:59.904,2025-07-20 05:32:59.904
3178,32,2025-07-20 03:00:00.000,2025-07-20 10:00:00.000,"26-27",2025-07-19 00:00:00.000,1,347,NW,SE,3.00,29.00,31,0.00,61,9006,< 10 km,2025-07-20 05:33:31.202,2025-07-20 05:33:31.202
3180,32,2025-07-20 09:00:00.000,2025-07-20 16:00:00.000,"32-33",2025-07-19 00:00:00.000,2,137,SE,NW,5.00,30.00,66,0.10,62,9013,< 10 km,2025-07-20 05:34:01.419,2025-07-20 05:34:01.419
3181,32,2025-07-20 15:00:00.000,2025-07-20 22:00:00.000,"38-39",2025-07-19 00:00:00.000,2,182,S,N,2.30,25.00,62,0.00,87,8988,< 9 km,2025-07-20 05:34:34.888,2025-07-20 05:34:34.888
3184,33,2025-07-19 18:00:00.000,2025-07-20 01:00:00.000,"17-18",2025-07-19 00:00:00.000,3,201,S,N,3.40,24.00,100,0.00,86,9015,< 10 km,2025-07-20 05:35:38.282,2025-07-20 05:35:38.282
3186,33,2025-07-20 00:00:00.000,2025-07-20 07:00:00.000,"23-24",2025-07-19 00:00:00.000,3,198,S,N,5.50,26.00,97,0.00,72,8837,< 9 km,2025-07-20 05:36:08.404,2025-07-20 05:36:08.404
3188,33,2025-07-20 06:00:00.000,2025-07-20 13:00:00.000,"29-30",2025-07-19 00:00:00.000,1,124,E,W,5.20,32.00,40,0.00,51,8990,< 9 km,2025-07-20 05:37:12.971,2025-07-20 05:37:12.971
3190,33,2025-07-19 09:00:00.000,2025-07-19 16:00:00.000,"8-9",2025-07-19 00:00:00.000,3,59,NE,SW,7.30,29.00,99,0.00,65,8996,< 9 km,2025-07-20 05:38:14.790,2025-07-20 05:38:14.790
3192,33,2025-07-21 09:00:00.000,2025-07-21 16:00:00.000,"56-57",2025-07-19 00:00:00.000,2,44,N,S,4.10,30.00,79,0.00,56,9009,< 10 km,2025-07-20 05:38:45.174,2025-07-20 05:38:45.174
3194,33,2025-07-20 12:00:00.000,2025-07-20 19:00:00.000,"35-36",2025-07-19 00:00:00.000,1,30,N,S,4.10,26.00,49,0.10,78,8995,< 9 km,2025-07-20 05:39:46.794,2025-07-20 05:39:46.794
3195,33,2025-07-19 12:00:00.000,2025-07-19 19:00:00.000,"11-12",2025-07-19 00:00:00.000,3,20,N,S,4.80,26.00,100,0.10,81,8986,< 9 km,2025-07-20 05:40:49.581,2025-07-20 05:40:49.581
3198,33,2025-07-20 18:00:00.000,2025-07-21 01:00:00.000,"41-42",2025-07-19 00:00:00.000,1,217,S,N,4.40,25.00,35,0.00,85,9000,< 10 km,2025-07-20 05:41:20.344,2025-07-20 05:41:20.344
3200,33,2025-07-20 21:00:00.000,2025-07-21 04:00:00.000,"44-45",2025-07-19 00:00:00.000,1,215,S,N,2.70,24.00,48,0.00,83,8994,< 9 km,2025-07-20 05:41:52.287,2025-07-20 05:41:52.287
3201,33,2025-07-21 03:00:00.000,2025-07-21 10:00:00.000,"50-51",2025-07-19 00:00:00.000,0,137,SE,NW,6.30,31.00,6,0.00,53,8985,< 9 km,2025-07-20 05:42:22.422,2025-07-20 05:42:22.422
3203,34,2025-07-20 01:00:00.000,2025-07-20 08:00:00.000,"24-25",2025-07-19 00:00:00.000,2,146,SE,NW,1.60,28.00,89,0.00,68,9006,< 10 km,2025-07-20 05:42:59.605,2025-07-20 05:42:59.605
3205,34,2025-07-20 07:00:00.000,2025-07-20 14:00:00.000,"30-31",2025-07-19 00:00:00.000,1,48,NE,SW,6.40,33.00,46,0.00,47,9013,< 10 km,2025-07-20 05:43:31.068,2025-07-20 05:43:31.068
3208,34,2025-07-20 13:00:00.000,2025-07-20 20:00:00.000,"36-37",2025-07-19 00:00:00.000,1,133,E,W,1.40,26.00,40,0.00,80,8988,< 9 km,2025-07-20 05:44:01.225,2025-07-20 05:44:01.225
3210,34,2025-07-19 10:00:00.000,2025-07-19 17:00:00.000,"9-10",2025-07-19 00:00:00.000,3,20,N,S,4.80,27.00,100,0.00,73,8986,< 9 km,2025-07-20 05:45:03.392,2025-07-20 05:45:03.392
3211,34,2025-07-19 13:00:00.000,2025-07-19 20:00:00.000,"12-13",2025-07-19 00:00:00.000,3,128,E,W,2.30,26.00,100,0.00,82,8998,< 9 km,2025-07-20 05:45:33.527,2025-07-20 05:45:33.527
3213,34,2025-07-20 19:00:00.000,2025-07-21 02:00:00.000,"42-43",2025-07-19 00:00:00.000,1,215,S,N,2.70,24.00,30,0.00,85,8994,< 9 km,2025-07-20 05:46:12.678,2025-07-20 05:46:12.678
3215,34,2025-07-21 04:00:00.000,2025-07-21 11:00:00.000,"51-52",2025-07-19 00:00:00.000,1,137,SE,NW,6.30,32.00,10,0.00,48,8985,< 9 km,2025-07-20 05:46:44.539,2025-07-20 05:46:44.539
3218,34,2025-07-21 07:00:00.000,2025-07-21 14:00:00.000,"54-55",2025-07-19 00:00:00.000,1,137,SE,NW,6.30,33.00,24,0.00,42,8985,< 9 km,2025-07-20 05:47:14.921,2025-07-20 05:47:14.921
3220,34,2025-07-21 16:00:00.000,2025-07-21 23:00:00.000,"63-64",2025-07-19 00:00:00.000,1,145,SE,NW,3.00,25.00,45,0.00,81,9003,< 10 km,2025-07-20 05:47:45.472,2025-07-20 05:47:45.472
